,school,sex,age,famsize,Medu,Fedu,Mjob,Fjob,guardian,traveltime,studytime,health,absences,G1,G2,G3,exam,verdict
293,GP,F,17,LE3,3,1,services,other,mother,2,4,3,6,18,18,18,18.0,1
294,GP,M,18,LE3,3,2,services,other,mother,2,3,4,8,14,13,14,13.666666666666666,1
295,GP,M,17,GT3,3,3,health,other,mother,1,1,5,4,14,12,11,12.333333333333334,1
296,GP,F,19,GT3,4,4,health,other,other,2,2,2,0,10,9,0,6.333333333333333,0
297,GP,F,18,LE3,4,3,other,other,other,2,2,2,10,10,8,8,8.666666666666666,0
298,GP,F,18,GT3,4,3,other,other,father,1,4,3,0,14,13,14,13.666666666666666,1
299,GP,M,18,LE3,4,4,teacher,teacher,mother,1,1,1,5,16,15,16,15.666666666666666,1
300,GP,F,18,LE3,4,4,health,other,mother,1,2,4,14,12,10,11,11.0,1
301,GP,M,17,LE3,4,4,other,teacher,father,2,1,5,0,11,11,10,10.666666666666666,1
302,GP,F,17,GT3,4,2,other,other,mother,2,3,3,0,15,12,14,13.666666666666666,1
303,GP,F,17,GT3,3,2,health,health,father,1,4,5,0,17,17,18,17.333333333333332,1
304,GP,M,19,GT3,3,3,other,other,other,1,2,3,20,15,14,13,14.0,1
305,GP,F,18,GT3,2,4,services,at_home,other,1,2,3,8,14,12,12,12.666666666666666,1
306,GP,M,20,GT3,3,2,services,other,other,1,1,5,0,17,18,18,17.666666666666668,1
307,GP,M,19,GT3,4,4,teacher,services,other,2,1,4,38,8,9,8,8.333333333333334,0
308,GP,M,19,GT3,3,3,other,services,father,1,2,5,0,15,12,12,13.0,1
309,GP,F,19,LE3,1,1,at_home,other,other,1,2,3,18,12,10,10,10.666666666666666,1
310,GP,F,19,LE3,1,2,services,services,other,1,2,3,0,9,9,0,6.0,0
311,GP,F,19,GT3,2,1,at_home,other,other,3,2,2,20,14,12,13,13.0,1
312,GP,M,19,GT3,1,2,other,services,other,1,2,4,3,13,11,11,11.666666666666666,1
313,GP,F,19,LE3,3,2,services,other,other,2,2,1,22,13,10,11,11.333333333333334,1
314,GP,F,19,GT3,1,1,at_home,health,other,1,3,3,14,15,13,13,13.666666666666666,1
315,GP,F,19,GT3,2,3,other,other,other,1,3,3,40,13,11,11,11.666666666666666,1
316,GP,F,18,GT3,2,1,services,other,mother,2,2,1,0,8,8,0,5.333333333333333,0
317,GP,F,18,GT3,4,3,other,other,mother,1,3,5,9,9,10,9,9.333333333333334,0
318,GP,F,17,GT3,3,4,at_home,services,father,1,3,5,0,11,11,10,10.666666666666666,1
319,GP,F,18,GT3,4,4,teacher,other,mother,1,2,5,2,11,11,11,11.0,1
320,GP,F,17,GT3,4,3,services,services,mother,1,2,5,23,13,13,13,13.0,1
321,GP,F,17,GT3,2,2,other,other,mother,1,2,3,12,11,9,9,9.666666666666666,0
322,GP,F,17,LE3,2,2,services,services,mother,1,3,3,3,11,11,11,11.0,1
323,GP,F,17,GT3,3,1,services,services,father,1,3,5,1,12,14,15,13.666666666666666,1
324,GP,F,17,LE3,0,2,at_home,at_home,father,2,3,2,0,16,15,15,15.333333333333334,1
325,GP,M,18,GT3,4,4,other,other,mother,1,3,3,3,9,12,11,10.666666666666666,1
326,GP,M,17,GT3,3,3,other,services,mother,1,1,5,3,14,15,16,15.0,1
327,GP,M,17,GT3,2,2,services,other,mother,4,1,4,8,11,10,10,10.333333333333334,1
328,GP,F,17,GT3,4,4,teacher,services,mother,1,3,4,7,10,9,9,9.333333333333334,0
329,GP,F,17,GT3,4,4,teacher,teacher,mother,2,3,4,4,14,14,14,14.0,1
330,GP,M,18,LE3,2,2,other,other,mother,1,4,5,2,9,8,8,8.333333333333334,0
331,GP,F,17,GT3,2,4,at_home,other,father,1,3,5,7,12,14,14,13.333333333333334,1
332,GP,F,18,GT3,3,3,services,services,mother,1,2,4,0,7,0,0,2.3333333333333335,0
333,GP,F,18,LE3,2,2,other,other,other,1,2,2,0,8,8,0,5.333333333333333,0
334,GP,F,18,GT3,2,2,at_home,other,mother,2,4,4,0,10,9,0,6.333333333333333,0
335,GP,F,17,GT3,3,4,services,other,mother,1,3,5,16,16,15,15,15.333333333333334,1
336,GP,F,19,GT3,3,1,services,at_home,other,1,3,5,12,14,13,13,13.333333333333334,1
337,GP,F,17,GT3,3,2,other,other,mother,1,2,2,0,7,8,0,5.0,0
338,GP,F,18,LE3,3,3,services,services,mother,1,4,1,7,16,15,17,16.0,1
339,GP,F,17,GT3,3,2,other,other,mother,1,2,2,4,9,10,10,9.666666666666666,0
340,GP,F,19,GT3,2,1,services,services,other,1,3,3,4,11,12,11,11.333333333333334,1
341,GP,M,18,GT3,4,4,teacher,services,father,1,2,2,0,10,10,0,6.666666666666667,0
342,GP,M,18,LE3,3,4,services,other,mother,1,2,5,11,16,15,15,15.333333333333334,1
343,GP,F,17,GT3,2,2,at_home,at_home,father,1,2,4,0,9,8,0,5.666666666666667,0
344,GP,F,18,GT3,2,3,at_home,other,mother,1,3,3,4,11,10,10,10.333333333333334,1
345,GP,F,18,GT3,3,2,other,services,mother,1,3,1,7,13,13,14,13.333333333333334,1
346,GP,M,18,GT3,4,3,teacher,services,mother,1,3,4,9,16,15,16,15.666666666666666,1
347,GP,M,18,GT3,4,3,teacher,other,mother,1,3,5,0,10,10,9,9.666666666666666,0
348,GP,F,17,GT3,4,3,health,other,mother,1,3,4,0,13,15,15,14.333333333333334,1
349,MS,M,18,GT3,3,2,other,other,mother,2,1,5,10,11,13,13,12.333333333333334,1
350,MS,M,19,GT3,1,1,other,services,other,3,2,2,8,8,7,8,7.666666666666667,0
351,MS,M,17,GT3,3,3,health,other,mother,2,2,3,2,13,13,13,13.0,1
352,MS,M,18,LE3,1,3,at_home,services,mother,1,1,3,7,8,7,8,7.666666666666667,0
353,MS,M,19,GT3,1,1,other,other,other,3,1,5,4,8,8,8,8.0,0
354,MS,M,17,GT3,4,3,services,other,mother,2,2,2,4,13,11,11,11.666666666666666,1
355,MS,F,18,GT3,3,3,services,services,father,1,2,5,0,10,9,9,9.333333333333334,0
356,MS,F,17,GT3,4,4,teacher,services,father,2,2,5,4,12,13,13,12.666666666666666,1
357,MS,F,17,LE3,3,2,services,other,mother,2,2,5,2,12,12,11,11.666666666666666,1
358,MS,M,18,LE3,1,1,other,services,father,2,1,3,4,10,10,10,10.0,1
359,MS,F,18,LE3,1,1,at_home,services,father,2,3,4,0,18,16,16,16.666666666666668,1
360,MS,F,18,LE3,1,4,at_home,other,mother,3,2,5,0,13,13,13,13.0,1
361,MS,M,18,LE3,1,1,at_home,other,mother,2,2,5,2,13,12,12,12.333333333333334,1
362,MS,F,18,GT3,3,3,services,services,mother,2,2,3,0,11,11,10,10.666666666666666,1
363,MS,F,17,LE3,4,4,at_home,at_home,mother,1,2,1,0,16,15,15,15.333333333333334,1
364,MS,F,17,GT3,1,2,other,services,father,2,2,3,0,12,11,12,11.666666666666666,1
365,MS,M,18,GT3,1,3,at_home,other,mother,2,2,3,4,10,10,10,10.0,1
366,MS,M,18,LE3,4,4,teacher,services,mother,2,3,5,0,13,13,13,13.0,1
367,MS,F,17,GT3,1,1,other,services,mother,3,1,1,0,7,6,0,4.333333333333333,0
368,MS,F,18,GT3,2,3,at_home,services,father,2,1,4,0,11,10,10,10.333333333333334,1
369,MS,F,18,GT3,4,4,other,teacher,father,3,2,5,10,14,12,11,12.333333333333334,1
370,MS,F,19,LE3,3,2,services,services,other,2,2,3,4,7,7,9,7.666666666666667,0
371,MS,M,18,LE3,1,2,at_home,services,father,3,1,3,3,14,12,12,12.666666666666666,1
372,MS,F,17,GT3,2,2,other,at_home,mother,1,3,3,8,13,11,11,11.666666666666666,1
373,MS,F,17,GT3,1,2,other,other,mother,1,1,1,14,6,5,5,5.333333333333333,0
374,MS,F,18,LE3,4,4,other,other,mother,2,3,1,0,19,18,19,18.666666666666668,1
375,MS,F,18,GT3,1,1,other,other,mother,4,3,4,2,8,8,10,8.666666666666666,0
376,MS,F,20,GT3,4,2,health,other,other,2,3,3,4,15,14,15,14.666666666666666,1
377,MS,F,18,LE3,4,4,teacher,services,mother,1,2,2,4,8,9,10,9.0,0
378,MS,F,18,GT3,3,3,other,other,mother,1,2,1,0,15,15,15,15.0,1
379,MS,F,17,GT3,3,1,at_home,other,mother,1,2,1,17,10,10,10,10.0,1
380,MS,M,18,GT3,4,4,teacher,teacher,father,1,2,2,4,15,14,14,14.333333333333334,1
381,MS,M,18,GT3,2,1,other,other,mother,2,1,5,5,7,6,7,6.666666666666667,0
382,MS,M,17,GT3,2,3,other,services,father,2,2,3,2,11,11,10,10.666666666666666,1
383,MS,M,19,GT3,1,1,other,services,mother,2,1,5,0,6,5,0,3.6666666666666665,0
384,MS,M,18,GT3,4,2,other,other,father,2,1,3,14,6,5,5,5.333333333333333,0
385,MS,F,18,GT3,2,2,at_home,other,mother,2,3,4,2,10,9,10,9.666666666666666,0
386,MS,F,18,GT3,4,4,teacher,at_home,mother,3,1,5,7,6,5,6,5.666666666666667,0
387,MS,F,19,GT3,2,3,services,other,mother,1,3,5,0,7,5,0,4.0,0
388,MS,F,18,LE3,3,1,teacher,services,mother,1,2,1,0,7,9,8,8.0,0
389,MS,F,18,GT3,1,1,other,other,mother,2,2,5,0,6,5,0,3.6666666666666665,0
390,MS,M,20,LE3,2,2,services,services,other,1,2,4,11,9,9,9,9.0,0
391,MS,M,17,LE3,3,1,services,services,mother,2,1,2,3,14,16,16,15.333333333333334,1
392,MS,M,21,GT3,1,1,other,other,other,1,1,3,3,10,8,7,8.333333333333334,0
393,MS,M,18,LE3,3,2,services,other,mother,3,1,5,0,11,12,10,11.0,1
394,MS,M,19,LE3,1,1,other,at_home,father,1,1,5,5,8,9,9,8.666666666666666,0
